id,label
394054,601
311412,503
211657,302
279499,506
1540,505
255808,502
72792,303
203907,601
165995,201
196988,505
270609,502
246282,401
391601,503
317463,103
169297,603
127818,401
60557,502
254478,303
170589,604
257214,502
158927,502
333134,302
245990,505
392943,506
106167,603
62577,505
393540,105
194344,503
342629,601
149200,502
65781,401
283490,602
27433,207
145578,602
150045,602
380630,302
93979,207
367470,503
174958,211
244196,105
88982,202
250816,502
358443,505
296578,502
352054,601
104300,502
167289,103
339088,505
186815,106
245785,402
309219,302
305322,401
118390,507
348081,302
10310,204
174100,211
73214,302
163207,504
175093,502
255462,201
343971,403
82058,207
315146,302
176219,507
318207,204
353605,203
116714,502
311807,502
132742,302
350129,106
190976,207
203756,503
199905,201
143647,501
301936,502
315668,403
159728,302
158836,207
259381,503
368462,202
63164,204
49295,602
150700,203
20876,302
385849,101
227419,303
39496,602
97148,502
110125,101
204410,508
265205,105
251013,106
272265,602
76475,601
382088,106
232364,602
389476,504
49262,302
242420,503
245238,104
121952,302
51426,502
141975,505
260803,505
135001,403
70201,501
248488,302
27138,104
322062,104
211486,402
173414,502
322866,602
234770,502
318368,506
370823,507
224069,506
380287,104
343488,503
292604,503
182717,103
46294,302
217802,501
65870,505
150183,503
215271,502
216182,302
28051,401
41151,302
342397,502
362406,105
52903,508
51745,502
360572,106
189407,602
32400,504
238263,105
193872,601
60924,601
166808,503
82443,202
8384,504
148949,106
173882,502
47549,101
171722,302
321121,302
28233,302
379335,302
67221,401
175701,203
93026,201
348044,603
118558,503
229911,602
51184,601
258720,202
232351,602
75993,303
15874,106
124607,602
384548,602
335840,506
381616,502
390315,403
17895,502
147822,203
359100,401
390327,101
328881,502
92285,503
65583,204
322733,603
47581,503
297018,502
63678,603
306889,503
71611,302
178381,103
392808,604
209253,505
23691,503
218242,602
11996,302
305477,302
352197,503
11254,103
335542,105
47111,302
232606,505
285029,505
75087,502
235111,505
311341,207
193400,603
180881,302
310363,506
253536,501
140705,105
17372,505
90686,106
30936,504
376021,104
216430,505
45185,505
154964,501
164216,502
246304,502
270729,207
228338,103
269439,505
83168,502
101024,502
182619,202
191367,506
22846,502
329863,602
272690,504
206251,505
31874,602
165820,504
373146,302
111016,211
223212,505
63952,104
77695,502
48994,503
15911,505
33709,503
85262,302
94115,505
366992,202
134663,505
199008,502
320355,501
281534,105
78001,603
203698,106
263148,502
384355,601
189755,602
194277,601
194868,105
1522,204
166903,503
146450,501
49943,211
368322,602
242447,601
187502,303
46479,505
261935,103
297808,502
120445,402
136521,505
269271,602
146713,506
17328,502
290994,602
367889,502
297195,503
112737,302
393526,504
384678,502
223313,506
228856,502
18247,604
312640,302
8369,506
220246,503
83038,207
281044,604
189771,502
150113,105
290430,202
311778,602
260774,501
110352,302
240204,401
210270,207
36748,503
355822,303
185968,106
161658,302
11641,205
231132,502
232084,201
386076,502
129054,505
226613,503
30769,502
252742,602
337808,505
89530,201
81748,302
19063,502
2431,601
104493,505
388360,502
146148,508
119801,302
115398,502
59713,503
65290,502
116084,502
137684,403
52361,505
53774,302
231560,603
184941,601
300240,207
87425,502
106600,503
77842,602
226357,201
244254,103
391632,303
357422,203
82421,302
64581,602
95708,403
88238,602
315906,401
347252,302
48532,101
95135,503
821,506
49332,105
382938,502
27444,502
249145,501
356908,502
145642,505
150966,104
38145,503
14883,505
323602,502
249183,601
238613,505
167384,106
318174,106
57473,502
173397,507
8680,103
23259,502
359906,211
383490,503
94749,207
136636,106
247400,202
220342,401
193349,203
141676,201
347679,502
333721,502
195875,104
153777,202
60326,602
59630,302
2787,506
350894,505
11578,501
115379,106
192384,101
324981,106
359883,503
123119,502
186980,106
86468,502
131252,503
93815,601
82625,202
352753,207
28650,202
306725,402
229075,503
338839,503
79211,503
269,211
114969,505
208632,401
267786,503
227513,506
7527,302
369891,302
280858,603
235332,201
287781,103
18818,503
31078,505
326637,302
224283,505
128895,602
152179,201
88581,502
261764,502
282361,401
181929,202
369900,202
124642,105
378865,201
63976,403
156343,103
128690,601
310735,507
165806,505
72131,505
11614,601
51210,503
248178,303
173416,302
126620,205
264052,507
363108,211
65915,506
367552,202
114885,401
385088,505
100299,503
21399,508
350542,604
267783,504
197815,601
98923,601
355570,303
148279,106
322047,505
335437,506
356883,505
141191,505
306087,503
78447,302
214583,402
180603,101
67353,302
3623,201
102139,501
2347,502
199693,602
217234,507
313288,503
55111,502
340320,505
347827,502
79394,302
61857,601
228326,505
156195,502
94453,302
278252,303
66367,503
21917,105
382169,204
91146,601
252478,104
290899,603
227392,503
162708,401
167087,505
7876,504
370064,503
19057,105
111568,302
6795,502
347089,401
2506,602
371309,303
393992,505
238532,302
173221,302
124667,302
292115,508
180731,503
117677,302
164763,302
120900,401
322406,101
15396,302
5802,503
20467,502
196300,302
132106,105
213443,502
253526,602
352922,502
321456,302
131810,302
61787,502
56164,503
257811,401
26018,502
25225,207
254803,302
197203,502
158479,502
303601,503
367865,101
263265,507
95349,101
93008,302
4950,401
80237,505
309018,503
373350,504
110697,503
358658,603
327675,505
12801,506
161230,302
369025,211
300182,506
328978,201
391102,502
322048,401
174921,302
126156,302
247423,302
90496,106
244925,205
266569,201
330368,302
302118,403
177388,502
272774,502
296249,502
352124,505
361446,603
256030,302
103415,101
1490,106
156171,507
110509,202
217688,502
128198,503
335893,602
329832,204
329310,504
157721,508
80774,201
164013,502
378201,507
261617,601
273059,302
119867,302
299816,302
108661,502
101795,602
334918,202
190639,503
12689,601
288508,303
139804,211
125547,502
392043,505
155122,505
84661,502
62282,211
387005,302
268123,106
338940,502
174058,502
33585,105
376457,503
392654,201
109909,302
254125,302
118999,502
22048,603
106352,103
195236,401
315087,204
309737,201
24118,302
245179,602
5346,602
272461,402
230397,502
16255,507
186071,403
59884,506
296844,502
180102,507
105680,106
155538,602
18720,601
147294,201
44404,202
320774,602
119173,502
193769,502
37127,203
60743,502
219561,302
102742,502
52848,603
300253,601
139387,105
240823,502
150141,601
77459,302
75606,601
122116,502
170442,207
69243,302
34735,502
164141,302
66371,502
292549,604
256015,601
359647,505
81294,602
262006,202
157135,602
211203,602
391554,503
329981,502
198668,104
169537,101
316317,504
294776,502
76441,502
12309,504
38212,211
189656,503
18214,503
242780,505
355261,505
148255,203
31550,303
374013,505
380637,205
308578,302
340282,302
380208,302
370458,503
163972,503
204309,502
104265,603
90580,505
183729,505
137252,303
214070,202
219017,504
243935,601
346264,303
47580,602
221840,505
265417,205
121862,505
