id,label
198752,402
249443,507
312834,302
388482,503
337722,104
208761,401
341190,503
374172,104
256125,401
313417,602
243680,203
319245,502
206934,502
226993,302
389136,502
222391,202
330953,504
385390,503
300817,502
354721,302
301472,502
248251,302
297645,104
216895,101
284754,302
364360,601
214438,201
386974,504
207828,503
363924,104
277190,202
287463,602
344649,211
374180,602
292382,602
220110,503
289144,505
225975,602
200259,502
214107,201
266313,501
321280,602
316889,602
383678,201
327629,302
330556,506
359042,502
257603,202
287736,505
239797,502
218034,302
277617,105
263254,205
338422,105
337336,302
378031,502
385168,201
369119,202
384029,302
243047,503
389457,104
217702,503
307128,601
305590,502
297242,302
369583,503
384300,502
215698,503
322065,401
377981,601
203969,503
233411,302
344244,105
238141,603
392981,601
256495,502
359254,401
341167,604
267769,503
205169,211
381794,503
277946,602
374788,503
303803,302
390414,505
258273,502
209452,505
234070,401
372533,106
340521,502
235151,105
248258,503
206102,603
267823,503
297292,302
354735,503
364945,507
231510,503
337629,502
257805,601
294221,302
237615,203
315087,204
212272,106
212643,302
303233,603
375532,502
349896,207
340298,506
247099,602
384074,207
257077,105
373593,501
197729,505
307531,603
274495,106
311098,106
379587,502
378165,505
204040,503
214469,106
271844,503
221041,201
371885,504
385252,203
272169,401
197326,302
378488,211
352431,103
361527,302
294939,506
318983,201
238341,508
303153,502
295404,508
272974,602
307764,502
205066,303
359112,505
204366,503
263536,505
225815,503
232779,505
269076,211
246740,303
266220,202
311051,303
390634,502
282372,502
213239,503
365560,105
225120,503
267812,604
329417,302
251405,201
243128,503
321692,207
247466,302
379986,201
304074,602
374373,207
303573,202
286111,503
258862,502
356649,505
336606,503
216554,302
214420,104
334073,507
323423,505
202402,502
275462,503
329196,502
199065,302
348343,602
309176,211
393648,201
283182,502
394149,503
207924,201
391224,505
235243,202
307272,601
272154,602
378931,603
234251,602
283564,401
318378,103
354462,205
274402,602
355858,202
302434,302
234964,505
268199,504
277244,504
343627,201
235529,302
331371,602
200457,201
246046,401
202660,603
326295,106
308431,503
250325,401
235595,503
222166,505
325907,302
264257,505
329940,302
258890,602
287648,402
266939,602
315944,104
312184,303
236088,601
332234,401
308549,505
324886,505
377357,602
382507,504
284617,204
355364,302
293595,505
228606,106
261134,302
348092,506
219708,503
251725,302
270283,302
379453,603
320132,504
227435,505
389746,302
241829,505
394352,302
362508,401
305800,503
218667,504
346234,602
331524,106
330311,503
293453,302
363995,302
375569,204
316946,401
270294,505
328117,211
303952,303
330634,401
303608,501
273420,505
393895,106
273721,503
285169,505
213595,302
301932,501
304884,211
269451,503
373179,302
384245,101
269804,302
226747,401
269493,603
336443,502
346295,602
276360,604
381767,302
205498,502
283049,202
207228,302
235011,601
366475,106
245199,302
204555,602
199427,302
362783,401
254718,104
267548,202
376672,302
205402,507
346457,505
282906,503
391436,507
371200,203
251399,603
261559,603
301469,505
329245,602
236608,207
360763,502
241639,505
252673,303
222681,602
301481,302
392488,502
260539,302
390405,401
252940,602
223011,205
213051,601
380073,302
380438,601
295795,302
322372,101
205717,602
284168,101
313796,201
390474,201
311542,502
308968,302
369033,502
263157,505
246923,505
258098,302
359914,502
198530,302
294500,602
283949,103
237723,502
242886,302
213311,303
274778,506
361685,503
382596,202
374131,601
328624,202
286833,502
256853,502
215951,402
297970,211
360635,106
315045,503
348740,302
231844,505
284625,205
266180,302
353957,508
298626,303
287528,602
228689,302
296803,401
326333,505
224841,503
255397,202
260020,503
351489,506
235130,502
323451,106
288088,302
246164,104
316904,502
294973,504
377004,501
287172,106
333055,503
371977,303
200761,505
364426,602
223373,601
320000,202
223569,302
283206,105
230313,201
276835,505
276026,603
204881,501
270554,502
327735,106
355842,401
335782,401
269703,506
386759,502
330195,201
336581,211
211228,302
390154,503
252769,503
360471,507
375313,502
329798,106
225591,302
208612,502
342708,302
356751,504
394254,201
367218,505
266051,507
380190,502
320557,503
303293,602
376235,302
255722,201
319770,201
365960,602
230328,211
242610,503
392214,602
294230,504
256017,508
223456,602
352111,201
352811,601
327360,303
238260,502
364842,503
231091,401
242359,505
327962,602
309398,601
289908,103
351000,106
247890,503
365161,502
370749,104
366337,103
249339,602
358342,503
330688,202
327929,106
333641,401
241972,401
303645,505
356456,502
351003,302
253664,401
386374,506
308368,506
308337,603
291154,508
362573,303
352486,502
294326,201
251595,104
377697,302
335904,602
337172,503
391890,303
281679,302
315930,202
336350,502
388941,302
325739,106
351519,207
255010,502
288061,602
213158,302
333081,303
308736,302
339489,101
349967,604
201957,502
327739,602
337385,502
351765,502
375232,603
327371,103
338749,103
265256,402
358918,502
257379,502
294032,501
278303,505
346006,401
369709,601
347135,503
350996,401
313629,211
300386,401
295761,502
298350,202
225501,203
316404,601
226174,401
236092,101
268219,403
265421,502
309866,502
305717,502
263217,502
356096,505
246661,602
231461,302
266287,302
204026,502
287691,502
376233,201
282903,302
241890,207
245392,502
269413,201
277578,101
276712,401
240348,502
273062,303
378998,101
298615,502
331382,505
305050,505
197656,602
300133,303
240766,201
354092,505
208103,602
309155,106
204211,601
244940,302
361351,103
358898,201
289590,502
376489,502
394028,505
246445,602
344748,505
301317,505
273155,302
247289,302
266067,505
331951,503
235897,401
208031,302
290577,503
213815,302
284137,601
347720,502
294186,601
308739,601
333427,506
280987,502
343217,601
232865,502
297196,502
198624,303
198115,505
257917,601
320172,502
247754,302
271772,303
359935,501
270083,504
298720,211
201362,505
389482,503
260301,503
214865,105
387565,501
268448,302
299894,401
274929,401
292961,302
294344,601
328898,503
236301,201
215849,505
311821,302
232066,201
344228,506
332080,103
243396,603
325972,201
288526,603
339880,105
264354,504
309919,302
259969,502
327983,504
254334,302
264359,508
260329,403
366696,101
370596,211
276826,503
258645,403
295129,501
219183,502
337253,602
203913,505
216749,302
242646,602
206031,503
