id,label
46645,140000
189052,760000
155040,270000
14372,180000
141870,270000
98034,160000
96653,760000
93626,100000
178847,60000
6927,100000
194599,60000
45991,550000
131575,680000
187322,60000
32858,170000
179865,60000
133555,30000
38803,170000
143992,670000
137733,340000
88094,290000
80238,760000
76346,60000
26495,140000
19519,760000
94154,760000
187934,100000
70825,30000
114420,110000
196016,140000
150736,760000
6234,150000
156445,340000
138145,170000
190459,60000
164495,760000
169834,760000
139977,40000
191618,680000
195760,160000
37564,160000
107320,160000
15197,60000
76114,140000
166167,340000
114487,760000
32450,40000
135000,60000
13006,760000
114683,100000
22247,30000
6693,100000
90776,150000
65075,760000
49548,160000
45317,140000
110535,760000
21759,770000
155291,20000
17165,60000
174172,100000
116787,30000
187296,650000
71281,290000
101796,760000
42339,760000
9056,100000
45342,670000
1194,340000
14285,500000
116395,160000
76832,290000
72021,170000
35623,110000
114333,683500
92202,760000
173174,770000
60149,160000
140869,160000
106765,100000
6920,680000
65950,140000
54050,60000
6831,100000
102220,30000
155845,680000
167308,100000
132563,60000
33973,30000
182514,760000
2262,760000
6354,30000
64523,30000
11050,760000
86466,550000
159709,760000
138481,500000
100201,100000
175520,270000
166385,760000
187042,140000
176658,310000
101242,770000
19368,30000
44727,730000
23887,100000
24739,60000
51805,340000
59386,140000
192272,130000
132774,140000
53089,110000
186358,680000
17266,60000
31393,140000
166257,60000
29806,760000
33078,380000
117865,160000
25723,60000
140529,340000
68988,60000
88581,60000
171066,760000
97142,340000
141805,760000
165326,100000
100195,160000
103845,180000
38880,60000
99211,760000
77370,60000
89312,110000
159766,100000
46608,760000
56022,170000
159813,60000
187081,20000
185718,60000
101010,730000
174441,60000
167542,760000
6520,110000
147508,60000
42889,760000
18224,520000
130413,30000
108209,290000
85707,680000
143464,40000
44573,30000
167788,60000
164732,340000
145934,160000
62730,140000
13039,730000
90809,100000
124093,760000
184142,20000
82683,760000
150786,160000
31876,100000
146895,60000
86509,60000
131953,670000
121169,760000
57919,670000
107705,520000
17821,100000
37570,60000
36000,760000
118187,30000
54549,160000
661,160000
111115,20000
150993,40000
112031,60000
25638,140000
137558,770000
166188,140000
142135,30000
29259,670000
170206,270000
197208,60000
152992,100000
137012,160000
164229,170000
59855,170000
141698,60000
185108,760000
41059,60000
71118,40000
60367,20000
51783,140000
191789,60000
182466,60000
148672,290000
117731,60000
15895,160000
130687,760000
144332,650000
166127,60000
168341,100000
161711,760000
27515,550000
23576,500000
45024,550000
106830,30000
175473,110000
86241,60000
5190,100000
191865,670000
193883,760000
47609,160000
63464,60000
54131,140000
119794,60000
45719,670000
189120,60000
194453,60000
50623,60000
103817,20000
5450,110000
124276,30000
55203,270000
31918,310000
152062,760000
173735,670000
130729,760000
65407,170000
102069,140000
46462,60000
153512,760000
85128,100000
153667,100000
5694,20000
135757,680000
180379,60000
66801,760000
167930,100000
33270,760000
66438,160000
141858,100000
180803,440000
13210,760000
15185,760000
185016,100000
161543,100000
60398,150000
17894,30000
8542,680000
166138,60000
39435,160000
99366,140000
178808,100000
21451,60000
157735,140000
157478,670000
184327,160000
126712,760000
175220,340000
96765,680000
74252,30000
10279,760000
176494,60000
132743,760000
150771,290000
21587,60000
7428,60000
178445,150000
2480,100000
29876,760000
69280,310000
113521,160000
75371,150000
14187,160000
179332,110000
31004,760000
47050,150000
7537,140000
35443,60000
52774,380000
72043,520000
153596,680000
182189,290000
27454,60000
115632,100000
3052,60000
113417,140000
72489,60000
112985,40000
123362,760000
12223,683500
138438,683500
149529,30000
82926,60000
108810,550000
173255,270000
78403,140000
134007,60000
91862,60000
13715,20000
133265,140000
184177,340000
159532,140000
186418,40000
66570,140000
74258,140000
15565,760000
21263,20000
143671,60000
172480,760000
173374,760000
137959,140000
165374,20000
55394,30000
143366,680000
125668,760000
350,100000
114379,760000
117020,170000
92660,140000
98870,130000
165200,683500
18623,60000
87629,130000
119636,760000
179254,40000
136023,160000
77683,140000
140211,100000
101946,20000
123013,60000
124079,60000
90397,160000
113447,60000
35599,20000
174892,440000
149655,160000
71310,60000
64884,140000
97111,760000
57356,30000
147643,40000
2770,140000
115545,100000
78033,770000
154271,60000
142825,60000
153958,760000
115952,60000
193721,100000
170116,380000
15461,140000
35583,60000
131064,140000
13752,340000
8259,730000
89344,340000
2752,770000
68849,670000
150855,170000
25592,140000
123835,340000
191212,380000
147312,683500
184720,680000
25088,680000
120984,760000
43138,140000
131303,40000
125179,670000
64102,30000
94443,170000
173229,110000
103522,500000
87677,680000
13562,20000
193177,140000
64688,140000
118389,60000
160599,760000
150146,550000
179356,760000
78596,40000
175072,520000
95556,100000
16226,680000
189821,760000
125274,680000
79600,140000
38770,60000
1984,760000
51916,680000
5927,680000
13362,160000
39115,670000
99473,760000
109856,160000
196260,760000
56547,30000
70064,60000
17347,60000
96017,140000
67676,60000
109224,100000
133760,550000
135512,60000
20942,760000
52441,60000
159430,140000
106796,680000
40048,160000
56135,680000
156791,30000
25620,60000
55274,680000
78736,100000
92844,110000
106758,500000
148373,760000
58953,500000
105869,160000
186842,270000
39015,60000
117450,760000
149397,340000
103351,100000
22861,140000
114859,150000
129881,760000
125290,760000
67250,180000
192367,100000
163021,670000
14064,100000
13307,160000
23474,160000
54596,683500
133990,30000
99339,60000
128386,30000
174836,60000
43651,683500
22661,550000
166140,550000
162467,60000
42240,760000
170013,100000
147775,310000
75200,60000
180857,100000
115847,30000
42135,150000
104389,550000
21147,160000
187027,760000
77839,760000
56463,290000
137969,760000
142466,290000
165995,550000
28951,770000
132911,150000
108925,770000
133160,100000
179513,60000
100191,670000
45560,100000
79450,100000
32643,500000
11486,770000
61095,160000
108303,20000
128780,150000
101800,60000
187685,760000
194926,140000
75655,770000
60167,760000
94914,100000
164764,180000
112657,140000
68584,110000
51955,340000
72101,140000
108319,140000
191606,30000
53777,760000
126067,100000
34142,60000
163902,140000
113774,760000
38004,150000
2075,60000
6740,60000
32512,140000
103785,140000
105857,60000
193751,550000
111836,340000
32434,500000
114057,680000
24172,680000
18067,60000
75648,30000
36696,60000
41395,130000
118067,100000
20745,440000
119933,140000
48720,290000
193379,760000
186160,100000
9621,170000
27014,770000
140308,670000
115476,140000
6569,60000
60218,380000
77387,60000
20198,760000
156867,60000
23319,100000
106325,60000
1493,100000
149446,683500
76881,380000
30407,680000
188238,100000
121867,60000
58319,60000
108370,60000
191433,140000
153613,60000
126948,60000
182919,170000
71065,60000
69590,680000
67940,500000
19806,760000
160853,100000
71125,140000
17324,140000
117883,650000
688,520000
32801,100000
29351,680000
21001,670000
40728,110000
11697,60000
83412,170000
174975,550000
146178,60000
35750,30000
172386,760000
49069,100000
45863,340000
97650,680000
168671,290000
5859,30000
15167,680000
189287,100000
159137,150000
178172,30000
14373,290000
14605,670000
61544,100000
43372,140000
11230,550000
183337,100000
181759,60000
20117,650000
65902,100000
85793,20000
87074,60000
117720,340000
138226,60000
24476,760000
30518,150000
186130,140000
127688,290000
171079,770000
18407,60000
29691,100000
197152,60000
22496,170000
131100,60000
46547,60000
21666,670000
169343,670000
194317,760000
92391,500000
19297,760000
126999,40000
31258,670000
106078,730000
155736,160000
39130,670000
170966,760000
170521,760000
134654,60000
28125,150000
54833,760000
158161,500000
4900,760000
190496,150000
177969,340000
94709,20000
91717,100000
168280,100000
36246,30000
131515,290000
81011,760000
164037,30000
97473,60000
6939,760000
122630,140000
88024,680000
70339,20000
170790,100000
45290,60000
40836,140000
28385,60000
63869,270000
147532,160000
109867,340000
117041,760000
81346,760000
170347,60000
83164,670000
131716,100000
24145,500000
19370,310000
55315,150000
93610,150000
39049,180000
188022,680000
115691,680000
5624,60000
41253,60000
115684,40000
177095,30000
128777,760000
89413,30000
77226,140000
123606,680000
41678,100000
94221,760000
179274,100000
96853,30000
168903,550000
110192,770000
84779,140000
102356,20000
28100,60000
184348,760000
134564,110000
128368,670000
74876,30000
149415,520000
32270,760000
141936,140000
50747,30000
161250,60000
151495,60000
60527,550000
72333,760000
49716,130000
101121,760000
121033,340000
84954,760000
50489,140000
9678,140000
131634,550000
118518,680000
83794,670000
39788,60000
51272,760000
42762,680000
65321,760000
120736,680000
89820,550000
136358,100000
191043,140000
141570,40000
21431,760000
182068,770000
7689,550000
153569,310000
99660,290000
120499,100000
178192,100000
102965,550000
85460,150000
92949,170000
84689,520000
155740,770000
24209,20000
196362,100000
15840,100000
17980,30000
4651,100000
32265,140000
36469,140000
71978,140000
2090,60000
80304,670000
104538,290000
127050,110000
14756,110000
135101,140000
117768,100000
137118,380000
170516,60000
31100,60000
137527,160000
44628,60000
79758,170000
146303,140000
168726,270000
91030,730000
116871,20000
182226,30000
138294,140000
172354,100000
85172,380000
127273,20000
13063,310000
188872,170000
80844,760000
41965,760000
51414,760000
116694,60000
151928,140000
95801,290000
106441,680000
62873,760000
46349,30000
63144,60000
33872,160000
58464,270000
59593,760000
84187,180000
188136,180000
8319,60000
73792,60000
175311,100000
31942,60000
31429,150000
46319,20000
117536,100000
17484,290000
6957,100000
47911,30000
154335,20000
61114,20000
79052,60000
81069,310000
21127,270000
117515,170000
148301,60000
175932,110000
50031,30000
130457,670000
164800,760000
191912,100000
63379,770000
103762,30000
30089,30000
190136,140000
79981,140000
14903,760000
153255,140000
174141,140000
64996,60000
82086,100000
171493,60000
134538,310000
87374,270000
89903,160000
6689,760000
141941,60000
18221,30000
73776,100000
121416,40000
151952,60000
77168,160000
121512,290000
23370,60000
188520,760000
10,30000
193768,140000
86862,550000
59910,140000
114157,760000
182972,60000
73791,60000
91243,340000
178066,760000
146972,140000
164979,670000
90310,150000
73864,140000
64381,770000
58655,140000
168962,60000
53954,270000
48185,60000
150004,770000
159935,60000
226,160000
172814,680000
49268,150000
56268,30000
6675,60000
10652,340000
36679,100000
117648,520000
68694,60000
195032,30000
169375,310000
147651,340000
108152,770000
183722,150000
59168,550000
154459,760000
128293,60000
69300,20000
164097,60000
137464,20000
161940,100000
128778,110000
61559,340000
33625,760000
16261,680000
18673,20000
125659,550000
80703,60000
131446,270000
126068,760000
150715,160000
55289,760000
133925,760000
95756,60000
116635,760000
59677,760000
4488,550000
78694,310000
110392,760000
101224,110000
137556,760000
137387,760000
128225,760000
83760,100000
49139,310000
132690,760000
116578,20000
161416,730000
99877,550000
166506,60000
63911,160000
25780,60000
188642,40000
85520,60000
48385,140000
80213,30000
16180,680000
93489,140000
104650,290000
150225,60000
125083,30000
57551,683500
57982,60000
136535,170000
81584,60000
124627,30000
968,550000
76442,760000
78424,30000
62681,60000
31752,170000
77088,140000
138088,100000
9111,760000
128718,290000
159560,670000
88941,760000
37484,60000
182125,680000
149802,730000
90670,550000
15914,160000
72245,340000
81358,270000
123343,140000
56789,140000
193247,180000
27836,770000
110875,140000
104104,140000
189002,140000
5341,60000
146172,30000
130002,760000
42433,130000
3969,60000
131728,30000
2871,60000
72560,140000
116909,160000
191052,310000
103507,340000
182922,760000
138330,20000
7240,60000
152918,130000
61200,380000
91366,140000
74699,770000
92078,680000
130295,760000
104520,100000
146240,170000
83409,440000
16504,760000
36036,60000
113033,680000
69009,100000
99793,100000
83822,760000
47662,290000
66123,760000
163166,270000
33811,140000
142031,170000
117523,290000
195713,760000
145835,60000
138557,760000
188159,550000
160696,60000
136052,270000
194106,100000
130956,30000
125229,60000
186484,100000
95037,650000
77392,310000
116969,760000
152730,30000
62611,760000
138825,180000
30393,170000
155709,30000
175682,683500
82358,100000
189188,140000
4047,130000
10366,20000
174277,100000
187333,140000
36341,440000
152168,290000
25281,440000
160834,60000
144716,760000
187378,140000
10657,770000
12618,30000
114984,270000
154166,140000
40562,650000
149713,160000
195785,340000
118025,100000
41432,140000
12545,60000
130053,100000
183700,60000
134211,100000
125183,20000
189970,20000
51938,290000
65424,100000
119832,680000
157309,110000
101939,60000
183066,60000
143008,110000
54287,760000
129583,140000
5143,340000
164713,60000
87975,20000
31675,60000
37977,340000
168006,60000
124407,60000
46594,100000
25788,60000
92806,550000
60858,60000
76429,60000
98895,100000
180194,140000
122313,110000
122541,60000
72325,140000
14060,760000
182610,760000
35083,60000
107359,60000
61576,60000
145576,60000
14645,270000
39508,140000
117998,60000
63385,680000
77147,30000
102565,100000
171309,30000
25053,30000
96635,340000
74824,730000
107398,140000
189455,100000
76781,100000
123715,100000
63918,340000
118714,140000
121880,680000
67489,140000
13875,140000
34786,140000
48519,30000
37060,140000
36491,170000
8482,140000
145884,760000
146700,140000
135271,60000
176277,310000
142372,760000
185172,30000
55832,500000
32243,140000
157292,380000
169046,160000
176367,170000
3726,760000
40052,160000
46267,170000
31138,60000
177624,340000
26600,20000
180608,380000
21340,760000
5679,60000
45400,140000
146096,140000
28332,680000
166689,150000
146634,140000
131183,310000
134934,60000
97281,160000
150114,140000
132310,160000
110933,100000
141329,650000
36476,380000
50341,100000
35320,140000
68382,30000
69286,730000
46637,60000
23197,310000
182663,340000
180169,340000
3769,140000
84075,680000
125589,160000
147132,650000
131630,20000
109402,100000
151674,760000
79659,140000
82291,270000
4816,140000
12592,760000
44248,310000
190969,500000
158071,270000
68181,100000
101525,140000
138123,160000
110204,30000
4942,520000
50540,270000
127719,160000
170720,340000
94634,60000
183631,150000
108283,520000
112680,60000
49026,60000
174082,150000
28690,100000
147983,170000
4681,760000
137659,60000
69852,150000
92686,440000
140911,60000
58275,100000
165783,100000
54699,60000
20349,760000
170377,20000
168758,30000
104531,60000
185197,310000
40231,60000
174026,170000
158486,100000
102920,340000
107998,680000
180315,170000
151463,440000
1949,20000
116524,340000
128500,760000
12154,680000
60850,60000
147972,760000
160304,380000
70533,100000
22543,310000
144943,30000
100907,30000
160817,100000
90583,60000
35136,290000
24511,140000
79525,550000
24957,340000
38371,40000
151382,140000
110430,680000
139984,680000
180541,310000
90739,20000
167327,60000
22449,340000
187820,770000
42467,760000
133179,760000
14364,140000
71750,100000
105583,290000
70295,60000
95772,100000
1980,550000
92131,760000
83713,760000
5897,60000
176015,140000
93816,680000
21630,60000
137815,60000
144855,500000
48972,60000
79149,550000
143345,680000
187167,310000
44354,760000
49276,100000
15236,60000
115018,520000
53849,140000
143005,140000
9534,760000
123215,270000
185329,680000
132755,550000
98558,340000
161505,760000
26000,340000
174481,340000
34629,170000
124145,100000
90135,500000
193063,60000
101064,40000
104713,180000
35870,100000
137011,140000
165998,60000
29979,270000
187401,100000
145271,140000
54926,100000
42286,60000
190441,60000
135371,440000
60795,150000
28039,770000
11048,290000
157460,30000
95005,160000
8295,30000
63678,160000
103266,140000
26151,760000
146301,500000
144254,100000
189730,100000
156170,550000
139665,140000
163913,110000
89276,140000
170410,30000
153678,770000
185166,310000
120010,340000
112477,60000
50295,340000
39427,380000
57771,170000
144031,760000
89533,60000
129664,150000
185727,170000
6066,760000
144845,20000
193229,760000
135270,100000
40214,100000
139056,340000
158907,100000
69465,770000
47468,40000
21905,100000
51742,310000
164588,140000
81151,140000
104467,100000
24413,100000
153281,140000
64506,140000
54039,150000
148306,380000
145198,60000
11420,140000
55791,770000
92743,340000
98600,140000
59617,270000
173410,30000
52466,100000
165608,550000
189892,140000
7410,100000
111685,760000
173001,40000
30824,340000
149545,60000
176174,160000
170438,170000
152815,760000
189372,680000
20495,380000
74680,30000
9544,20000
191068,60000
78687,60000
73906,160000
131926,770000
110100,60000
92953,760000
139182,60000
172598,290000
36797,380000
75544,100000
191668,140000
180951,20000
93263,60000
38665,180000
40323,180000
167839,100000
22687,160000
6225,170000
32987,110000
183173,60000
148768,100000
3086,60000
5142,730000
43859,760000
192524,60000
158898,760000
16408,60000
167205,140000
131529,150000
96016,100000
114373,760000
150862,270000
33186,760000
80205,760000
143925,140000
89237,310000
86752,60000
11760,140000
155500,340000
100957,340000
73517,30000
40504,60000
169872,760000
101851,290000
107090,60000
75724,100000
196626,760000
169757,30000
138538,680000
91076,140000
64346,760000
114370,760000
161121,40000
76454,340000
186727,100000
194344,140000
124960,670000
34648,550000
171917,150000
164254,760000
180239,310000
2460,60000
94101,340000
181046,140000
153989,680000
14130,140000
121608,340000
132989,760000
137571,60000
121329,290000
90047,760000
149998,60000
153134,340000
122927,150000
30778,160000
193859,60000
117051,60000
33069,760000
126779,150000
150116,770000
150916,140000
30122,140000
11426,140000
115062,150000
135751,730000
42548,60000
39946,100000
193750,60000
130048,290000
67664,160000
82740,290000
90139,20000
171882,60000
155690,650000
101261,160000
42816,160000
102779,150000
155299,670000
123958,20000
14638,160000
134235,140000
109054,100000
118107,760000
66794,520000
90285,60000
178175,670000
189678,30000
64083,150000
1184,160000
118911,40000
38276,340000
62148,150000
76572,150000
180521,140000
78534,60000
58851,100000
177176,760000
169346,650000
140556,380000
104752,160000
155725,310000
192334,30000
120588,160000
103744,770000
116174,760000
132966,160000
2781,760000
141436,30000
162585,20000
195243,40000
110646,650000
133334,760000
1088,760000
170883,270000
17153,140000
32845,550000
136864,100000
90511,290000
108584,160000
185924,140000
151385,60000
139222,340000
135967,140000
45631,140000
10848,30000
176738,60000
127869,60000
20918,20000
195662,683500
148141,760000
46973,670000
95537,270000
142835,290000
97090,100000
54703,100000
10327,100000
186696,340000
118955,60000
15139,60000
62344,100000
21095,30000
193299,60000
21868,60000
136527,760000
150639,550000
152053,760000
133560,290000
168246,140000
127861,150000
174547,760000
128918,760000
182262,760000
153229,20000
53336,380000
60053,100000
105840,160000
46455,130000
134186,500000
121065,100000
19120,680000
83005,100000
58418,270000
21708,30000
84334,60000
135097,500000
147606,60000
41700,110000
107661,760000
109552,130000
52266,340000
46894,160000
80653,140000
53340,60000
36795,760000
44156,140000
87306,760000
122080,60000
133146,140000
75632,40000
14853,60000
121511,60000
168611,40000
148244,680000
130868,730000
45472,100000
33504,130000
186238,160000
145534,680000
142613,170000
191053,500000
42416,290000
12362,170000
151788,140000
30459,100000
54728,760000
47862,760000
105236,30000
95790,60000
137520,760000
180378,170000
133933,60000
33720,140000
158372,100000
61751,140000
81101,160000
21647,60000
143651,100000
527,180000
193202,60000
112925,140000
97125,290000
37935,60000
83332,170000
51157,100000
144094,160000
87286,60000
47380,520000
176758,30000
176219,730000
75516,160000
92479,760000
88432,60000
22166,290000
197074,760000
70265,380000
193728,100000
15401,670000
127479,160000
183511,60000
11298,60000
121561,140000
80724,150000
186928,290000
160055,550000
95584,760000
65961,760000
58405,760000
48165,160000
123379,60000
7279,60000
159734,760000
46348,380000
170342,760000
47488,310000
64954,140000
22624,100000
86674,500000
47581,140000
193714,760000
193633,60000
51527,100000
82609,140000
174959,30000
30855,30000
128134,60000
73495,310000
31572,160000
162184,680000
2686,760000
23770,140000
66255,40000
28900,680000
60056,40000
191986,110000
137578,30000
74548,770000
84817,100000
65443,60000
87633,770000
34432,340000
63325,100000
60328,760000
112472,140000
76383,20000
39773,140000
181037,160000
133006,40000
123719,160000
172894,30000
51874,160000
78400,100000
50888,680000
33788,340000
7761,680000
53530,440000
66754,40000
13660,550000
107585,160000
161945,60000
74578,60000
86564,100000
141430,310000
34881,60000
98488,380000
55369,680000
146959,380000
36061,680000
31503,760000
45124,160000
111738,550000
167980,60000
141373,760000
5849,180000
64085,760000
142388,100000
161357,500000
115735,160000
165904,160000
2168,670000
103900,770000
158542,140000
176783,150000
55129,100000
6472,110000
75568,150000
105632,760000
148877,60000
112194,60000
167513,60000
194184,40000
157524,760000
105865,20000
83921,160000
51904,170000
68738,60000
184226,60000
118751,680000
184898,760000
174403,680000
77681,60000
195700,760000
123120,140000
8172,760000
144773,20000
67963,140000
48940,670000
196857,140000
68775,760000
15777,20000
59398,680000
357,770000
186006,140000
216,760000
91500,30000
192627,140000
47921,140000
182251,60000
180036,760000
111693,760000
154354,60000
24865,680000
119280,60000
10356,760000
134676,760000
169935,670000
188184,440000
158939,60000
27214,550000
146357,760000
154566,760000
82304,380000
156496,30000
21952,500000
154219,30000
183917,100000
122867,770000
135981,110000
170222,160000
44977,100000
80430,760000
171154,380000
23071,100000
156396,310000
178801,310000
194386,60000
61032,683500
33630,60000
104098,140000
8396,60000
99651,140000
10389,30000
156535,100000
15120,100000
93762,680000
11505,100000
5613,140000
30228,60000
181478,60000
159105,270000
124710,160000
191300,760000
88162,340000
88197,340000
144260,100000
73611,550000
194594,100000
189767,100000
3479,760000
1853,60000
158271,20000
130679,150000
53225,60000
175671,160000
85864,760000
32667,60000
194197,290000
120062,140000
136270,290000
